yichun	CN	03	27.8333	114.4000	1045952
jos	NG	49	9.9285	8.8921	1040000
sokoto	NG	51	13.0627	5.2432	1040000
tangier	MA	01	35.7673	-5.7998	1035141
teni	IN	25	10.0112	77.4777	1034724
xianyang	CN	26	34.3378	108.7026	1034081
mexicali	MX	02	32.6278	-115.4545	1032686
pointe-noire	CG	15	-4.7761	11.8635	1032000
maceio	BR	02	-9.6658	-35.7353	1031597
campinas	BR	27	-22.9056	-47.0608	1031554
sanya	CN	31	18.2543	109.5095	1031396
rangpur	BD	87	25.7466	89.2517	1031388
kirkuk	IQ	13	35.4681	44.3922	1031000
ashgabat	TM	S	37.9500	58.3833	1030063
comilla	BD	84	23.4619	91.1850	1030000
shaoguan	CN	30	24.8000	113.5833	1028460
howrah	IN	28	22.5769	88.3186	1027672
raipur	IN	37	21.2333	81.6333	1027264
changwon	KR	20	35.2281	128.6811	1025702
longyan	CN	07	25.0749	117.0178	1025087
koeln	DE	07	50.9333	6.9500	1024621
dublin	IE	L	53.3331	-6.2489	1024027
tiruchirappalli	IN	25	10.8155	78.6965	1022518
yongzhou	CN	11	26.4239	111.6131	1020715
brussels	BE	BRU	50.8505	4.3488	1019022
zamboanga	PH	09	6.9103	122.0739	1018849
ottawa	CA	08	45.4112	-75.6981	1017449
huzhou	CN	02	30.8703	120.0933	1015937
volgograd	RU	84	48.7138	44.4976	1013533
khartoum north	SD	29	15.6493	32.5346	1012211
edmonton	CA	01	53.5501	-113.4687	1010899
odesa	UA	17	46.4857	30.7438	1010537
wuwei	CN	15	37.9267	102.6320	1010295
jacksonville	US	FL	30.3322	-81.6556	1009833
arequipa	PE	04	-16.3990	-71.5375	1008290
fort worth	US	TX	32.7254	-97.3208	1008106
hanzhong	CN	26	33.0751	107.0221	1006557
hezhou	CN	16	24.4036	111.5667	1005490
pest	HU	05	47.5000	19.0833	1001748
kota	IN	24	25.1825	75.8391	1001694
shivaji nagar	IN	16	18.5302	73.8526	1000000
zhu cheng city	CN	25	35.9950	119.4026	1000000
dongying	CN	25	37.4627	118.4917	998968
luzhou	CN	32	28.8903	105.4257	998900
san jose	US	CA	37.3394	-121.8950	997368
sholapur	IN	16	17.6715	75.9104	997281
marrakesh	MA	07	31.6342	-7.9999	995871
guatemala city	GT	07	14.6407	-90.5133	994938
meizhou	CN	30	24.2886	116.1177	992351
yueyang	CN	11	29.3745	113.0948	991465
laiwu	CN	25	36.1928	117.6569	989535
benxi	CN	19	41.2886	123.7650	987717
perm	RU	90	58.0105	56.2502	982419
zaria	NG	23	11.1113	7.7227	980000
kennedy	CO	34	4.6165	-74.1460	979914
chiba	JP	04	35.6000	140.1167	979768
